text,category,priority,sentiment
"Support, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
"Hi, Where can I find the user manual? Appreciate it.",general_inquiry,low,positive
"Hi, I need to reset my 2FA and password. Fix it ASAP.",password_reset,urgent,negative
"support, i can't connect to the server. thanks.",technical_issue,urgent,positive
The pricing on the website doesn't match my bill.,billing,medium,neutral
Why is my invoice amount higher than usual? Appreciate it.,billing,medium,positive
"Hi, I didn't receive the password reset email. Appreciate it.",password_reset,high,positive
"Hello, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
"Hello, I want to cancel my subscription and stop all payments. Appreciate it.",billing,medium,positive
"Hi, I was charged twice for my subscription this month.",billing,high,neutral
Urgent: My sync is stuck at 99% and won't finish.,technical_issue,medium,neutral
"hi, my credit card was declined but the money left my account. appreciate it.",billing,medium,negative
Urgent: The pricing on the website doesn't match my bill. Thanks.,billing,medium,positive
"hello, i get an error 500 when logging into the dashboard. please help.",technical_issue,urgent,negative
"Hi, My account is locked out after too many password attempts. Appreciate it.",password_reset,urgent,negative
"Hello, The pricing on the website doesn't match my bill. Please help.",billing,medium,neutral
my credit card was declined but the money left my account. appreciate it.,billing,medium,negative
What are your business hours?,general_inquiry,low,neutral
"Support, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
Urgent: What are your business hours? Appreciate it.,general_inquiry,low,positive
I get an Error 500 when logging into the dashboard. Please help.,technical_issue,urgent,negative
"Hello, My account is locked out after too many password attempts.",password_reset,urgent,negative
"Hi, Where can I find the user manual? Please help.",general_inquiry,low,neutral
"Hi, The app keeps crashing when I try to upload a photo.",technical_issue,urgent,negative
"Hello, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
"Support, Do you offer discounts for students or non-profits?",general_inquiry,low,neutral
"Hi, I want to cancel my subscription and stop all payments. Thanks.",billing,medium,positive
Urgent: My credit card was declined but the money left my account. Appreciate it.,billing,medium,negative
"Hello, My account is locked out after too many password attempts. Fix it ASAP.",password_reset,urgent,negative
Why is my invoice amount higher than usual? Appreciate it.,billing,medium,positive
What are your business hours? Thanks.,general_inquiry,low,positive
"hello, the pricing on the website doesn't match my bill.",billing,medium,neutral
"Support, Do you offer discounts for students or non-profits? Please help.",general_inquiry,low,neutral
Urgent: How do I change my password? Thanks.,password_reset,high,positive
"support, why is my invoice amount higher than usual? fix it asap.",billing,medium,negative
"Support, The pricing on the website doesn't match my bill. Appreciate it.",billing,medium,positive
"hi, my sync is stuck at 99% and won't finish. please help.",technical_issue,medium,neutral
The website is very slow and the images are not loading. Appreciate it.,technical_issue,medium,positive
"Hello, Can I get a refund for the last billing cycle? Fix it ASAP.",billing,high,negative
"Support, Can I get a refund for the last billing cycle? Appreciate it.",billing,high,positive
Urgent: The app keeps crashing when I try to upload a photo. Thanks.,technical_issue,urgent,negative
The app keeps crashing when I try to upload a photo. Please help.,technical_issue,urgent,negative
Why is my invoice amount higher than usual? Please help.,billing,medium,neutral
"Support, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
"Hello, I need to reset my 2FA and password.",password_reset,urgent,neutral
Urgent: The app keeps crashing when I try to upload a photo.,technical_issue,urgent,negative
I didn't receive the password reset email. Fix it ASAP.,password_reset,high,negative
urgent: the latest update broke the notification feature. thanks.,technical_issue,medium,positive
"Hi, My account is locked out after too many password attempts.",password_reset,urgent,negative
"Hello, I can't connect to the server. Please help.",technical_issue,urgent,neutral
"support, i didn't receive the password reset email. fix it asap.",password_reset,high,negative
"Hello, The app keeps crashing when I try to upload a photo. Thanks.",technical_issue,urgent,negative
Urgent: Why is my invoice amount higher than usual? Appreciate it.,billing,medium,positive
"Hi, I need to reset my 2FA and password. Please help.",password_reset,urgent,neutral
"Hello, The pricing on the website doesn't match my bill. Appreciate it.",billing,medium,positive
Where can I find the user manual? Appreciate it.,general_inquiry,low,positive
"Hi, Can I get a refund for the last billing cycle? Fix it ASAP.",billing,high,negative
"support, i was charged twice for my subscription this month. please help.",billing,high,neutral
"hello, i need to reset my 2fa and password. fix it asap.",password_reset,urgent,negative
"Hi, I didn't receive the password reset email. Thanks.",password_reset,high,positive
"Hello, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
Urgent: My sync is stuck at 99% and won't finish. Please help.,technical_issue,medium,neutral
Urgent: My credit card was declined but the money left my account. Appreciate it.,billing,medium,negative
Can I get a refund for the last billing cycle?,billing,high,neutral
"Hello, I want to cancel my subscription and stop all payments.",billing,medium,neutral
"Support, Why is my invoice amount higher than usual? Please help.",billing,medium,neutral
"Support, I get an Error 500 when logging into the dashboard.",technical_issue,urgent,negative
how do i change my password? thanks.,password_reset,high,positive
the latest update broke the notification feature. please help.,technical_issue,medium,neutral
I get an Error 500 when logging into the dashboard. Fix it ASAP.,technical_issue,urgent,negative
Urgent: My credit card was declined but the money left my account. Appreciate it.,billing,medium,negative
"support, what are your business hours? please help.",general_inquiry,low,neutral
"Hello, Do you have a mobile app available? Appreciate it.",general_inquiry,low,positive
do you have a mobile app available? appreciate it.,general_inquiry,low,positive
"Hello, My account is locked out after too many password attempts.",password_reset,urgent,negative
"support, i didn't receive the password reset email. thanks.",password_reset,high,positive
"Hello, How do I change my password? Appreciate it.",password_reset,high,positive
urgent: i didn't receive the password reset email. please help.,password_reset,high,neutral
Urgent: Do you offer discounts for students or non-profits? Fix it ASAP.,general_inquiry,low,negative
"Hi, Do you have a mobile app available? Appreciate it.",general_inquiry,low,positive
"Support, I was charged twice for my subscription this month. Thanks.",billing,high,positive
I was charged twice for my subscription this month. Please help.,billing,high,neutral
"Support, The app keeps crashing when I try to upload a photo. Please help.",technical_issue,urgent,negative
"Hi, The pricing on the website doesn't match my bill. Please help.",billing,medium,neutral
"Hello, The latest update broke the notification feature.",technical_issue,medium,neutral
"Support, How do I change my password? Thanks.",password_reset,high,positive
"Support, How do I change my password? Please help.",password_reset,high,neutral
Urgent: My credit card was declined but the money left my account. Please help.,billing,medium,negative
Urgent: How do I change my password? Appreciate it.,password_reset,high,positive
"Hello, How do I contact sales? Please help.",general_inquiry,low,neutral
Urgent: How do I change my password? Please help.,password_reset,high,neutral
"Support, Where can I find the user manual?",general_inquiry,low,neutral
"hi, do you have a mobile app available? thanks.",general_inquiry,low,positive
i want to cancel my subscription and stop all payments. please help.,billing,medium,neutral
Urgent: The app keeps crashing when I try to upload a photo. Appreciate it.,technical_issue,urgent,negative
"Hi, Where can I find the user manual? Thanks.",general_inquiry,low,positive
"hello, do you have a mobile app available?",general_inquiry,low,neutral
"Support, I get an Error 500 when logging into the dashboard.",technical_issue,urgent,negative
"hi, my account is locked out after too many password attempts. appreciate it.",password_reset,urgent,negative
Urgent: I want to cancel my subscription and stop all payments. Thanks.,billing,medium,positive
My sync is stuck at 99% and won't finish. Please help.,technical_issue,medium,neutral
"Support, I was charged twice for my subscription this month.",billing,high,neutral
I need to reset my 2FA and password.,password_reset,urgent,neutral
"Hi, The pricing on the website doesn't match my bill.",billing,medium,neutral
How do I change my password?,password_reset,high,neutral
Urgent: The pricing on the website doesn't match my bill. Thanks.,billing,medium,positive
Urgent: My account is locked out after too many password attempts. Please help.,password_reset,urgent,negative
Urgent: I was charged twice for my subscription this month.,billing,high,neutral
"Hello, The app keeps crashing when I try to upload a photo. Appreciate it.",technical_issue,urgent,negative
urgent: what are your business hours? fix it asap.,general_inquiry,low,negative
How do I contact sales? Fix it ASAP.,general_inquiry,low,negative
"Hello, I was charged twice for my subscription this month. Thanks.",billing,high,positive
"hello, how do i change my password? appreciate it.",password_reset,high,positive
I can't connect to the server.,technical_issue,urgent,neutral
i can't connect to the server. thanks.,technical_issue,urgent,positive
Urgent: How do I change my password? Appreciate it.,password_reset,high,positive
"Hello, I get an Error 500 when logging into the dashboard. Please help.",technical_issue,urgent,negative
Urgent: I want to cancel my subscription and stop all payments. Appreciate it.,billing,medium,positive
I get an Error 500 when logging into the dashboard. Appreciate it.,technical_issue,urgent,negative
"Support, I get an Error 500 when logging into the dashboard. Please help.",technical_issue,urgent,negative
"Support, The latest update broke the notification feature.",technical_issue,medium,neutral
"Hello, My sync is stuck at 99% and won't finish. Please help.",technical_issue,medium,neutral
"Hi, The latest update broke the notification feature. Thanks.",technical_issue,medium,positive
urgent: what are your business hours?,general_inquiry,low,neutral
I want to cancel my subscription and stop all payments. Thanks.,billing,medium,positive
"Support, How do I change my password? Appreciate it.",password_reset,high,positive
my sync is stuck at 99% and won't finish. thanks.,technical_issue,medium,positive
"Support, The website is very slow and the images are not loading. Fix it ASAP.",technical_issue,medium,negative
"Hello, Do you offer discounts for students or non-profits? Thanks.",general_inquiry,low,positive
can i get a refund for the last billing cycle? fix it asap.,billing,high,negative
"Hello, How do I change my password? Please help.",password_reset,high,neutral
"Hi, I can't connect to the server. Thanks.",technical_issue,urgent,positive
"Hi, How do I change my password? Fix it ASAP.",password_reset,high,negative
The app keeps crashing when I try to upload a photo. Please help.,technical_issue,urgent,negative
I didn't receive the password reset email. Thanks.,password_reset,high,positive
"hello, i want to cancel my subscription and stop all payments. thanks.",billing,medium,positive
Urgent: I didn't receive the password reset email. Thanks.,password_reset,high,positive
My sync is stuck at 99% and won't finish. Fix it ASAP.,technical_issue,medium,negative
"Support, The website is very slow and the images are not loading.",technical_issue,medium,neutral
"Support, The latest update broke the notification feature.",technical_issue,medium,neutral
"Support, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
Urgent: Can I get a refund for the last billing cycle? Appreciate it.,billing,high,positive
Urgent: My account is locked out after too many password attempts. Please help.,password_reset,urgent,negative
"Hello, I can't connect to the server. Please help.",technical_issue,urgent,neutral
"support, the pricing on the website doesn't match my bill. please help.",billing,medium,neutral
"Hello, My credit card was declined but the money left my account. Please help.",billing,medium,negative
the website is very slow and the images are not loading. fix it asap.,technical_issue,medium,negative
"hi, my sync is stuck at 99% and won't finish. please help.",technical_issue,medium,neutral
"hi, the app keeps crashing when i try to upload a photo. appreciate it.",technical_issue,urgent,negative
"Support, My sync is stuck at 99% and won't finish. Fix it ASAP.",technical_issue,medium,negative
"Support, Where can I find the user manual? Appreciate it.",general_inquiry,low,positive
"Hello, I forgot my password and the reset link is expired. Please help.",password_reset,high,neutral
How do I contact sales? Appreciate it.,general_inquiry,low,positive
"Hi, Can I get a refund for the last billing cycle? Appreciate it.",billing,high,positive
"Hi, My sync is stuck at 99% and won't finish. Fix it ASAP.",technical_issue,medium,negative
"hello, do you have a mobile app available? fix it asap.",general_inquiry,low,negative
"support, i need to reset my 2fa and password. please help.",password_reset,urgent,neutral
my sync is stuck at 99% and won't finish.,technical_issue,medium,neutral
Do you offer discounts for students or non-profits? Appreciate it.,general_inquiry,low,positive
"Hi, My sync is stuck at 99% and won't finish. Thanks.",technical_issue,medium,positive
"Hi, Why is my invoice amount higher than usual? Please help.",billing,medium,neutral
Urgent: My sync is stuck at 99% and won't finish. Fix it ASAP.,technical_issue,medium,negative
"Hello, Can I get a refund for the last billing cycle? Appreciate it.",billing,high,positive
the pricing on the website doesn't match my bill. fix it asap.,billing,medium,negative
"Hi, I forgot my password and the reset link is expired. Fix it ASAP.",password_reset,high,negative
"Support, How do I change my password? Please help.",password_reset,high,neutral
"Hi, I was charged twice for my subscription this month. Thanks.",billing,high,positive
"support, my credit card was declined but the money left my account. thanks.",billing,medium,negative
"Hi, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
"Hi, I need to reset my 2FA and password. Fix it ASAP.",password_reset,urgent,negative
I want to cancel my subscription and stop all payments. Thanks.,billing,medium,positive
the website is very slow and the images are not loading. fix it asap.,technical_issue,medium,negative
"Hello, What are your business hours? Appreciate it.",general_inquiry,low,positive
"hello, what are your business hours? appreciate it.",general_inquiry,low,positive
I can't connect to the server. Thanks.,technical_issue,urgent,positive
Urgent: I want to cancel my subscription and stop all payments. Fix it ASAP.,billing,medium,negative
"Support, My credit card was declined but the money left my account. Thanks.",billing,medium,negative
Urgent: Where can I find the user manual? Fix it ASAP.,general_inquiry,low,negative
"Hello, I was charged twice for my subscription this month. Appreciate it.",billing,high,positive
"Hi, Do you have a mobile app available? Appreciate it.",general_inquiry,low,positive
"Support, The latest update broke the notification feature. Thanks.",technical_issue,medium,positive
"Hello, I didn't receive the password reset email. Appreciate it.",password_reset,high,positive
Urgent: What are your business hours? Appreciate it.,general_inquiry,low,positive
"Hello, How do I contact sales? Fix it ASAP.",general_inquiry,low,negative
The pricing on the website doesn't match my bill. Appreciate it.,billing,medium,positive
my account is locked out after too many password attempts. thanks.,password_reset,urgent,negative
"Hi, I didn't receive the password reset email. Appreciate it.",password_reset,high,positive
"hello, where can i find the user manual? thanks.",general_inquiry,low,positive
"Hi, Where can I find the user manual? Appreciate it.",general_inquiry,low,positive
"Hello, I need to reset my 2FA and password. Please help.",password_reset,urgent,neutral
I was charged twice for my subscription this month. Fix it ASAP.,billing,high,negative
I didn't receive the password reset email.,password_reset,high,neutral
the website is very slow and the images are not loading.,technical_issue,medium,neutral
why is my invoice amount higher than usual? appreciate it.,billing,medium,positive
Urgent: Do you have a mobile app available? Fix it ASAP.,general_inquiry,low,negative
"Hello, How do I contact sales? Fix it ASAP.",general_inquiry,low,negative
My sync is stuck at 99% and won't finish. Please help.,technical_issue,medium,neutral
"hello, how do i contact sales? appreciate it.",general_inquiry,low,positive
"Hello, I didn't receive the password reset email. Fix it ASAP.",password_reset,high,negative
I get an Error 500 when logging into the dashboard. Thanks.,technical_issue,urgent,negative
"Hello, How do I change my password?",password_reset,high,neutral
"hi, why is my invoice amount higher than usual?",billing,medium,neutral
"hello, how do i change my password? thanks.",password_reset,high,positive
"hello, i want to cancel my subscription and stop all payments. thanks.",billing,medium,positive
"hi, can i get a refund for the last billing cycle?",billing,high,neutral
Urgent: I need to reset my 2FA and password.,password_reset,urgent,neutral
I get an Error 500 when logging into the dashboard. Thanks.,technical_issue,urgent,negative
"Hello, Do you have a mobile app available? Fix it ASAP.",general_inquiry,low,negative
Urgent: I didn't receive the password reset email. Appreciate it.,password_reset,high,positive
"Support, I didn't receive the password reset email. Fix it ASAP.",password_reset,high,negative
"Hi, I was charged twice for my subscription this month. Thanks.",billing,high,positive
"Support, Do you have a mobile app available? Fix it ASAP.",general_inquiry,low,negative
"Support, I was charged twice for my subscription this month.",billing,high,neutral
Urgent: Do you offer discounts for students or non-profits?,general_inquiry,low,neutral
"Hi, The latest update broke the notification feature. Please help.",technical_issue,medium,neutral
urgent: where can i find the user manual? thanks.,general_inquiry,low,positive
Urgent: I was charged twice for my subscription this month. Appreciate it.,billing,high,positive
Urgent: The app keeps crashing when I try to upload a photo. Thanks.,technical_issue,urgent,negative
"Support, What are your business hours?",general_inquiry,low,neutral
How do I change my password?,password_reset,high,neutral
"Hello, I want to cancel my subscription and stop all payments. Fix it ASAP.",billing,medium,negative
Urgent: The latest update broke the notification feature. Thanks.,technical_issue,medium,positive
"Support, I can't connect to the server. Appreciate it.",technical_issue,urgent,positive
"support, the website is very slow and the images are not loading. please help.",technical_issue,medium,neutral
"Support, How do I contact sales?",general_inquiry,low,neutral
i want to cancel my subscription and stop all payments. fix it asap.,billing,medium,negative
"Hello, I get an Error 500 when logging into the dashboard. Thanks.",technical_issue,urgent,negative
"Hello, I want to cancel my subscription and stop all payments. Appreciate it.",billing,medium,positive
I didn't receive the password reset email. Appreciate it.,password_reset,high,positive
"Hello, The app keeps crashing when I try to upload a photo. Fix it ASAP.",technical_issue,urgent,negative
"support, do you have a mobile app available?",general_inquiry,low,neutral
"Hi, Where can I find the user manual? Please help.",general_inquiry,low,neutral
"Hello, I forgot my password and the reset link is expired.",password_reset,high,neutral
"Hi, Can I get a refund for the last billing cycle? Please help.",billing,high,neutral
"Hi, Do you have a mobile app available? Appreciate it.",general_inquiry,low,positive
"Support, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
"Support, Where can I find the user manual? Thanks.",general_inquiry,low,positive
Urgent: The pricing on the website doesn't match my bill.,billing,medium,neutral
"Hello, I can't connect to the server.",technical_issue,urgent,neutral
"Hi, How do I change my password? Please help.",password_reset,high,neutral
"support, i can't connect to the server. please help.",technical_issue,urgent,neutral
Urgent: The pricing on the website doesn't match my bill. Thanks.,billing,medium,positive
Urgent: I forgot my password and the reset link is expired. Please help.,password_reset,high,neutral
"Support, I didn't receive the password reset email. Please help.",password_reset,high,neutral
"Hello, I can't connect to the server.",technical_issue,urgent,neutral
what are your business hours? thanks.,general_inquiry,low,positive
"Hello, My account is locked out after too many password attempts. Appreciate it.",password_reset,urgent,negative
"Hi, I didn't receive the password reset email. Please help.",password_reset,high,neutral
"Support, Where can I find the user manual? Please help.",general_inquiry,low,neutral
"hi, i can't connect to the server. fix it asap.",technical_issue,urgent,negative
My credit card was declined but the money left my account. Please help.,billing,medium,negative
"Hello, How do I contact sales? Appreciate it.",general_inquiry,low,positive
My sync is stuck at 99% and won't finish. Fix it ASAP.,technical_issue,medium,negative
"Support, I didn't receive the password reset email. Thanks.",password_reset,high,positive
"Hi, The pricing on the website doesn't match my bill.",billing,medium,neutral
"Hi, How do I contact sales? Appreciate it.",general_inquiry,low,positive
"Support, I get an Error 500 when logging into the dashboard. Appreciate it.",technical_issue,urgent,negative
urgent: why is my invoice amount higher than usual?,billing,medium,neutral
"Hello, I didn't receive the password reset email. Please help.",password_reset,high,neutral
"Hello, What are your business hours? Fix it ASAP.",general_inquiry,low,negative
"Hello, My sync is stuck at 99% and won't finish. Thanks.",technical_issue,medium,positive
"Hello, Can I get a refund for the last billing cycle? Thanks.",billing,high,positive
"Hello, What are your business hours? Appreciate it.",general_inquiry,low,positive
"Hello, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
I didn't receive the password reset email. Appreciate it.,password_reset,high,positive
"Support, How do I change my password? Thanks.",password_reset,high,positive
How do I contact sales? Thanks.,general_inquiry,low,positive
I need to reset my 2FA and password. Fix it ASAP.,password_reset,urgent,negative
"Hello, My sync is stuck at 99% and won't finish. Please help.",technical_issue,medium,neutral
Urgent: Do you have a mobile app available? Thanks.,general_inquiry,low,positive
"Hello, I can't connect to the server.",technical_issue,urgent,neutral
Urgent: How do I contact sales?,general_inquiry,low,neutral
Urgent: My account is locked out after too many password attempts. Appreciate it.,password_reset,urgent,negative
"Hello, Where can I find the user manual? Appreciate it.",general_inquiry,low,positive
Urgent: The app keeps crashing when I try to upload a photo.,technical_issue,urgent,negative
"Hello, My credit card was declined but the money left my account.",billing,medium,negative
"hello, my account is locked out after too many password attempts. appreciate it.",password_reset,urgent,negative
"Hello, What are your business hours? Appreciate it.",general_inquiry,low,positive
Urgent: Why is my invoice amount higher than usual? Please help.,billing,medium,neutral
Urgent: How do I change my password? Thanks.,password_reset,high,positive
"Hello, The pricing on the website doesn't match my bill. Appreciate it.",billing,medium,positive
"hello, i can't connect to the server. appreciate it.",technical_issue,urgent,positive
"Hi, Do you have a mobile app available? Please help.",general_inquiry,low,neutral
"Support, I was charged twice for my subscription this month.",billing,high,neutral
How do I contact sales? Please help.,general_inquiry,low,neutral
My sync is stuck at 99% and won't finish. Thanks.,technical_issue,medium,positive
Do you have a mobile app available? Appreciate it.,general_inquiry,low,positive
Urgent: The website is very slow and the images are not loading. Thanks.,technical_issue,medium,positive
"Hello, I want to cancel my subscription and stop all payments. Appreciate it.",billing,medium,positive
My sync is stuck at 99% and won't finish. Please help.,technical_issue,medium,neutral
The app keeps crashing when I try to upload a photo. Thanks.,technical_issue,urgent,negative
"Hello, The app keeps crashing when I try to upload a photo. Please help.",technical_issue,urgent,negative
"Hi, Where can I find the user manual?",general_inquiry,low,neutral
"Support, Where can I find the user manual? Please help.",general_inquiry,low,neutral
"Hi, Can I get a refund for the last billing cycle? Thanks.",billing,high,positive
"Support, Where can I find the user manual? Thanks.",general_inquiry,low,positive
The pricing on the website doesn't match my bill. Please help.,billing,medium,neutral
"hello, where can i find the user manual? fix it asap.",general_inquiry,low,negative
I want to cancel my subscription and stop all payments. Fix it ASAP.,billing,medium,negative
Urgent: Do you offer discounts for students or non-profits?,general_inquiry,low,neutral
"Support, The pricing on the website doesn't match my bill. Thanks.",billing,medium,positive
Urgent: Why is my invoice amount higher than usual? Please help.,billing,medium,neutral
"hi, where can i find the user manual? thanks.",general_inquiry,low,positive
"Hi, I forgot my password and the reset link is expired. Please help.",password_reset,high,neutral
"Hi, I can't connect to the server. Thanks.",technical_issue,urgent,positive
"Support, The website is very slow and the images are not loading. Fix it ASAP.",technical_issue,medium,negative
"Hi, How do I change my password? Appreciate it.",password_reset,high,positive
"Support, How do I change my password? Fix it ASAP.",password_reset,high,negative
"Hi, The website is very slow and the images are not loading.",technical_issue,medium,neutral
"Hi, What are your business hours? Please help.",general_inquiry,low,neutral
"Support, Why is my invoice amount higher than usual? Thanks.",billing,medium,positive
"Support, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
"Hello, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
my sync is stuck at 99% and won't finish. please help.,technical_issue,medium,neutral
"Support, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
I can't connect to the server. Appreciate it.,technical_issue,urgent,positive
"Support, Where can I find the user manual? Appreciate it.",general_inquiry,low,positive
Urgent: I didn't receive the password reset email.,password_reset,high,neutral
Urgent: Can I get a refund for the last billing cycle? Appreciate it.,billing,high,positive
The latest update broke the notification feature. Fix it ASAP.,technical_issue,medium,negative
I forgot my password and the reset link is expired. Appreciate it.,password_reset,high,positive
"Support, My account is locked out after too many password attempts. Appreciate it.",password_reset,urgent,negative
"Hi, I want to cancel my subscription and stop all payments. Thanks.",billing,medium,positive
"Hello, Do you have a mobile app available? Appreciate it.",general_inquiry,low,positive
"hi, i can't connect to the server. appreciate it.",technical_issue,urgent,positive
"Hello, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
Do you offer discounts for students or non-profits? Appreciate it.,general_inquiry,low,positive
the pricing on the website doesn't match my bill. fix it asap.,billing,medium,negative
i need to reset my 2fa and password. please help.,password_reset,urgent,neutral
"Hello, I was charged twice for my subscription this month.",billing,high,neutral
"support, i was charged twice for my subscription this month. please help.",billing,high,neutral
The app keeps crashing when I try to upload a photo. Thanks.,technical_issue,urgent,negative
The latest update broke the notification feature. Fix it ASAP.,technical_issue,medium,negative
"hi, do you offer discounts for students or non-profits? thanks.",general_inquiry,low,positive
"Hello, Do you have a mobile app available?",general_inquiry,low,neutral
