text,category,priority,sentiment
Urgent: My account is locked out after too many password attempts.,password_reset,urgent,negative
"Hello, I want to cancel my subscription and stop all payments. Appreciate it.",billing,medium,positive
"Hi, Do you have a mobile app available?",general_inquiry,low,neutral
"Support, The website is very slow and the images are not loading. Please help.",technical_issue,medium,neutral
"hello, what are your business hours?",general_inquiry,low,neutral
"Support, I forgot my password and the reset link is expired.",password_reset,high,neutral
"Support, I need to reset my 2FA and password. Fix it ASAP.",password_reset,urgent,negative
I want to cancel my subscription and stop all payments.,billing,medium,neutral
"Hi, Can I get a refund for the last billing cycle?",billing,high,neutral
Urgent: How do I contact sales?,general_inquiry,low,neutral
"Support, I can't connect to the server. Thanks.",technical_issue,urgent,positive
Urgent: How do I contact sales? Appreciate it.,general_inquiry,low,positive
"Hi, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
My sync is stuck at 99% and won't finish. Please help.,technical_issue,medium,neutral
Do you offer discounts for students or non-profits? Please help.,general_inquiry,low,neutral
"Support, I need to reset my 2FA and password. Thanks.",password_reset,urgent,positive
"Support, Where can I find the user manual? Thanks.",general_inquiry,low,positive
I forgot my password and the reset link is expired. Fix it ASAP.,password_reset,high,negative
"Hello, My credit card was declined but the money left my account.",billing,medium,negative
Do you offer discounts for students or non-profits? Thanks.,general_inquiry,low,positive
urgent: my credit card was declined but the money left my account. appreciate it.,billing,medium,negative
"Support, Why is my invoice amount higher than usual? Please help.",billing,medium,neutral
urgent: how do i contact sales? please help.,general_inquiry,low,neutral
"hi, the app keeps crashing when i try to upload a photo. fix it asap.",technical_issue,urgent,negative
"Support, What are your business hours?",general_inquiry,low,neutral
"hello, i need to reset my 2fa and password. appreciate it.",password_reset,urgent,positive
"Hello, Where can I find the user manual? Appreciate it.",general_inquiry,low,positive
"hi, what are your business hours? please help.",general_inquiry,low,neutral
"Hi, I was charged twice for my subscription this month. Thanks.",billing,high,positive
"Hi, Where can I find the user manual? Please help.",general_inquiry,low,neutral
"Hello, I forgot my password and the reset link is expired. Thanks.",password_reset,high,positive
"Support, How do I change my password? Appreciate it.",password_reset,high,positive
"Hi, I can't connect to the server. Fix it ASAP.",technical_issue,urgent,negative
I didn't receive the password reset email. Please help.,password_reset,high,neutral
Urgent: How do I change my password? Appreciate it.,password_reset,high,positive
"hi, i want to cancel my subscription and stop all payments.",billing,medium,neutral
I was charged twice for my subscription this month.,billing,high,neutral
The website is very slow and the images are not loading. Thanks.,technical_issue,medium,positive
"Hi, I need to reset my 2FA and password. Please help.",password_reset,urgent,neutral
"Hi, How do I change my password? Thanks.",password_reset,high,positive
Urgent: My credit card was declined but the money left my account. Appreciate it.,billing,medium,negative
"Support, Do you have a mobile app available? Please help.",general_inquiry,low,neutral
Urgent: My account is locked out after too many password attempts. Appreciate it.,password_reset,urgent,negative
"Hi, I want to cancel my subscription and stop all payments. Fix it ASAP.",billing,medium,negative
"Support, What are your business hours?",general_inquiry,low,neutral
Urgent: How do I contact sales? Appreciate it.,general_inquiry,low,positive
"Hello, What are your business hours? Appreciate it.",general_inquiry,low,positive
"Hi, My credit card was declined but the money left my account. Appreciate it.",billing,medium,negative
What are your business hours? Please help.,general_inquiry,low,neutral
"support, i get an error 500 when logging into the dashboard. fix it asap.",technical_issue,urgent,negative
"Support, I didn't receive the password reset email. Appreciate it.",password_reset,high,positive
Do you have a mobile app available? Thanks.,general_inquiry,low,positive
"Hello, The website is very slow and the images are not loading. Please help.",technical_issue,medium,neutral
Urgent: The pricing on the website doesn't match my bill. Please help.,billing,medium,neutral
"Hi, What are your business hours? Fix it ASAP.",general_inquiry,low,negative
How do I change my password? Please help.,password_reset,high,neutral
"Hi, The website is very slow and the images are not loading.",technical_issue,medium,neutral
the website is very slow and the images are not loading. appreciate it.,technical_issue,medium,positive
How do I contact sales? Appreciate it.,general_inquiry,low,positive
"hi, the app keeps crashing when i try to upload a photo.",technical_issue,urgent,negative
"Hi, My credit card was declined but the money left my account.",billing,medium,negative
Urgent: How do I change my password? Fix it ASAP.,password_reset,high,negative
"Support, How do I contact sales?",general_inquiry,low,neutral
"Hi, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
"Hi, I didn't receive the password reset email.",password_reset,high,neutral
"support, i need to reset my 2fa and password. fix it asap.",password_reset,urgent,negative
"Hi, Do you offer discounts for students or non-profits? Fix it ASAP.",general_inquiry,low,negative
Urgent: Why is my invoice amount higher than usual? Appreciate it.,billing,medium,positive
I can't connect to the server. Fix it ASAP.,technical_issue,urgent,negative
"Support, I forgot my password and the reset link is expired. Appreciate it.",password_reset,high,positive
"Hello, How do I contact sales?",general_inquiry,low,neutral
Where can I find the user manual?,general_inquiry,low,neutral
"Support, My sync is stuck at 99% and won't finish. Fix it ASAP.",technical_issue,medium,negative
"Hi, The website is very slow and the images are not loading. Please help.",technical_issue,medium,neutral
i need to reset my 2fa and password. thanks.,password_reset,urgent,positive
"Hi, Can I get a refund for the last billing cycle? Fix it ASAP.",billing,high,negative
I forgot my password and the reset link is expired.,password_reset,high,neutral
"Hi, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
Urgent: I get an Error 500 when logging into the dashboard. Fix it ASAP.,technical_issue,urgent,negative
urgent: do you offer discounts for students or non-profits?,general_inquiry,low,neutral
"Hi, I can't connect to the server.",technical_issue,urgent,neutral
Urgent: How do I contact sales? Appreciate it.,general_inquiry,low,positive
Urgent: The pricing on the website doesn't match my bill. Fix it ASAP.,billing,medium,negative
"Hi, How do I change my password? Appreciate it.",password_reset,high,positive
"Hello, What are your business hours? Appreciate it.",general_inquiry,low,positive
"Support, I was charged twice for my subscription this month. Please help.",billing,high,neutral
"hi, i need to reset my 2fa and password.",password_reset,urgent,neutral
"Hi, Can I get a refund for the last billing cycle? Fix it ASAP.",billing,high,negative
"hi, i forgot my password and the reset link is expired. fix it asap.",password_reset,high,negative
"Support, Can I get a refund for the last billing cycle? Thanks.",billing,high,positive
"Support, I can't connect to the server. Thanks.",technical_issue,urgent,positive
"Support, Where can I find the user manual? Thanks.",general_inquiry,low,positive
Urgent: What are your business hours?,general_inquiry,low,neutral
My sync is stuck at 99% and won't finish. Thanks.,technical_issue,medium,positive
"Hi, I was charged twice for my subscription this month. Fix it ASAP.",billing,high,negative
Urgent: I was charged twice for my subscription this month. Appreciate it.,billing,high,positive
"Support, Do you have a mobile app available? Thanks.",general_inquiry,low,positive
"hello, my credit card was declined but the money left my account. fix it asap.",billing,medium,negative
"Hi, My sync is stuck at 99% and won't finish. Fix it ASAP.",technical_issue,medium,negative
"hi, where can i find the user manual? thanks.",general_inquiry,low,positive
"Support, Do you offer discounts for students or non-profits?",general_inquiry,low,neutral
"Support, I can't connect to the server. Fix it ASAP.",technical_issue,urgent,negative
"Hello, The website is very slow and the images are not loading. Fix it ASAP.",technical_issue,medium,negative
"Hi, How do I change my password? Thanks.",password_reset,high,positive
my sync is stuck at 99% and won't finish.,technical_issue,medium,neutral
"Hi, I get an Error 500 when logging into the dashboard.",technical_issue,urgent,negative
"Hi, I was charged twice for my subscription this month.",billing,high,neutral
i can't connect to the server.,technical_issue,urgent,neutral
"Hi, Why is my invoice amount higher than usual? Please help.",billing,medium,neutral
Urgent: My account is locked out after too many password attempts. Appreciate it.,password_reset,urgent,negative
"Hi, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
Urgent: The latest update broke the notification feature. Appreciate it.,technical_issue,medium,positive
urgent: how do i change my password? appreciate it.,password_reset,high,positive
Urgent: My account is locked out after too many password attempts.,password_reset,urgent,negative
Urgent: I want to cancel my subscription and stop all payments. Fix it ASAP.,billing,medium,negative
"Hello, Do you offer discounts for students or non-profits? Thanks.",general_inquiry,low,positive
Urgent: Why is my invoice amount higher than usual? Fix it ASAP.,billing,medium,negative
"Hello, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
"Support, I was charged twice for my subscription this month. Fix it ASAP.",billing,high,negative
"support, i was charged twice for my subscription this month.",billing,high,neutral
"hello, can i get a refund for the last billing cycle?",billing,high,neutral
Urgent: My sync is stuck at 99% and won't finish.,technical_issue,medium,neutral
I didn't receive the password reset email.,password_reset,high,neutral
"Hi, My credit card was declined but the money left my account. Fix it ASAP.",billing,medium,negative
urgent: do you offer discounts for students or non-profits?,general_inquiry,low,neutral
"Support, My sync is stuck at 99% and won't finish. Thanks.",technical_issue,medium,positive
urgent: what are your business hours?,general_inquiry,low,neutral
"Hi, Do you offer discounts for students or non-profits? Thanks.",general_inquiry,low,positive
Urgent: I want to cancel my subscription and stop all payments. Please help.,billing,medium,neutral
"Support, My sync is stuck at 99% and won't finish. Thanks.",technical_issue,medium,positive
Do you have a mobile app available? Thanks.,general_inquiry,low,positive
Do you have a mobile app available? Fix it ASAP.,general_inquiry,low,negative
"Support, Do you offer discounts for students or non-profits? Fix it ASAP.",general_inquiry,low,negative
"Support, The latest update broke the notification feature.",technical_issue,medium,neutral
"Support, How do I change my password? Fix it ASAP.",password_reset,high,negative
The pricing on the website doesn't match my bill. Please help.,billing,medium,neutral
Urgent: The latest update broke the notification feature.,technical_issue,medium,neutral
"Hello, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
Where can I find the user manual? Please help.,general_inquiry,low,neutral
"Hi, The latest update broke the notification feature. Thanks.",technical_issue,medium,positive
"Hello, My account is locked out after too many password attempts. Appreciate it.",password_reset,urgent,negative
"support, how do i change my password? thanks.",password_reset,high,positive
Urgent: What are your business hours? Please help.,general_inquiry,low,neutral
Urgent: Why is my invoice amount higher than usual? Fix it ASAP.,billing,medium,negative
Urgent: Do you offer discounts for students or non-profits? Please help.,general_inquiry,low,neutral
"Hello, Can I get a refund for the last billing cycle? Please help.",billing,high,neutral
"Support, My account is locked out after too many password attempts.",password_reset,urgent,negative
Urgent: My account is locked out after too many password attempts. Fix it ASAP.,password_reset,urgent,negative
Urgent: My account is locked out after too many password attempts.,password_reset,urgent,negative
"hi, i get an error 500 when logging into the dashboard. please help.",technical_issue,urgent,negative
urgent: what are your business hours? thanks.,general_inquiry,low,positive
"Support, Can I get a refund for the last billing cycle? Fix it ASAP.",billing,high,negative
"Support, The latest update broke the notification feature. Fix it ASAP.",technical_issue,medium,negative
"hello, what are your business hours? appreciate it.",general_inquiry,low,positive
"Hello, What are your business hours? Please help.",general_inquiry,low,neutral
Urgent: My credit card was declined but the money left my account. Appreciate it.,billing,medium,negative
"Hi, I forgot my password and the reset link is expired. Thanks.",password_reset,high,positive
Urgent: My account is locked out after too many password attempts. Thanks.,password_reset,urgent,negative
"Hi, I need to reset my 2FA and password. Thanks.",password_reset,urgent,positive
"Hello, I want to cancel my subscription and stop all payments. Thanks.",billing,medium,positive
"Support, I get an Error 500 when logging into the dashboard. Fix it ASAP.",technical_issue,urgent,negative
"hi, the pricing on the website doesn't match my bill.",billing,medium,neutral
I didn't receive the password reset email. Please help.,password_reset,high,neutral
Urgent: The pricing on the website doesn't match my bill. Please help.,billing,medium,neutral
Urgent: I need to reset my 2FA and password. Please help.,password_reset,urgent,neutral
"Support, I can't connect to the server. Appreciate it.",technical_issue,urgent,positive
I didn't receive the password reset email. Appreciate it.,password_reset,high,positive
"Support, My credit card was declined but the money left my account. Thanks.",billing,medium,negative
The latest update broke the notification feature. Fix it ASAP.,technical_issue,medium,negative
Why is my invoice amount higher than usual? Appreciate it.,billing,medium,positive
"Hello, Can I get a refund for the last billing cycle? Appreciate it.",billing,high,positive
"Hi, I forgot my password and the reset link is expired. Appreciate it.",password_reset,high,positive
urgent: my sync is stuck at 99% and won't finish. fix it asap.,technical_issue,medium,negative
"Support, I want to cancel my subscription and stop all payments. Please help.",billing,medium,neutral
"Support, I forgot my password and the reset link is expired. Please help.",password_reset,high,neutral
"Support, I didn't receive the password reset email. Please help.",password_reset,high,neutral
"Hi, The latest update broke the notification feature. Thanks.",technical_issue,medium,positive
"Hello, Where can I find the user manual? Fix it ASAP.",general_inquiry,low,negative
"Hi, I forgot my password and the reset link is expired. Thanks.",password_reset,high,positive
Urgent: I was charged twice for my subscription this month. Appreciate it.,billing,high,positive
Urgent: How do I contact sales? Thanks.,general_inquiry,low,positive
The app keeps crashing when I try to upload a photo. Fix it ASAP.,technical_issue,urgent,negative
"Support, How do I change my password? Appreciate it.",password_reset,high,positive
"Support, I didn't receive the password reset email. Appreciate it.",password_reset,high,positive
"Hi, Do you offer discounts for students or non-profits?",general_inquiry,low,neutral
"Hi, I want to cancel my subscription and stop all payments. Fix it ASAP.",billing,medium,negative
Urgent: Do you have a mobile app available? Please help.,general_inquiry,low,neutral
"Support, Where can I find the user manual?",general_inquiry,low,neutral
"hello, why is my invoice amount higher than usual?",billing,medium,neutral
Urgent: My account is locked out after too many password attempts. Appreciate it.,password_reset,urgent,negative
What are your business hours? Please help.,general_inquiry,low,neutral
"hello, why is my invoice amount higher than usual? thanks.",billing,medium,positive
"Hello, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
Urgent: I can't connect to the server. Appreciate it.,technical_issue,urgent,positive
"Support, My credit card was declined but the money left my account. Fix it ASAP.",billing,medium,negative
"Hello, I forgot my password and the reset link is expired. Fix it ASAP.",password_reset,high,negative
"Hello, I want to cancel my subscription and stop all payments. Thanks.",billing,medium,positive
"Support, How do I change my password?",password_reset,high,neutral
"Hello, I didn't receive the password reset email.",password_reset,high,neutral
"Hello, How do I contact sales? Thanks.",general_inquiry,low,positive
"Hi, My credit card was declined but the money left my account. Fix it ASAP.",billing,medium,negative
"hello, i didn't receive the password reset email. thanks.",password_reset,high,positive
"Hello, How do I change my password? Fix it ASAP.",password_reset,high,negative
"support, i forgot my password and the reset link is expired. thanks.",password_reset,high,positive
"hi, do you offer discounts for students or non-profits?",general_inquiry,low,neutral
"hi, how do i contact sales?",general_inquiry,low,neutral
Urgent: The pricing on the website doesn't match my bill. Please help.,billing,medium,neutral
Can I get a refund for the last billing cycle? Fix it ASAP.,billing,high,negative
"Support, Can I get a refund for the last billing cycle? Appreciate it.",billing,high,positive
Urgent: How do I change my password? Fix it ASAP.,password_reset,high,negative
"support, i need to reset my 2fa and password. please help.",password_reset,urgent,neutral
Urgent: The pricing on the website doesn't match my bill. Fix it ASAP.,billing,medium,negative
Urgent: Can I get a refund for the last billing cycle? Appreciate it.,billing,high,positive
i didn't receive the password reset email. please help.,password_reset,high,neutral
"Support, I was charged twice for my subscription this month.",billing,high,neutral
Urgent: I was charged twice for my subscription this month. Please help.,billing,high,neutral
Urgent: I want to cancel my subscription and stop all payments.,billing,medium,neutral
"Hello, What are your business hours? Thanks.",general_inquiry,low,positive
"Hello, How do I contact sales? Thanks.",general_inquiry,low,positive
"hello, where can i find the user manual? fix it asap.",general_inquiry,low,negative
Urgent: Why is my invoice amount higher than usual? Fix it ASAP.,billing,medium,negative
"Hello, Do you have a mobile app available?",general_inquiry,low,neutral
"Support, I want to cancel my subscription and stop all payments. Please help.",billing,medium,neutral
"hi, i forgot my password and the reset link is expired. appreciate it.",password_reset,high,positive
Urgent: The website is very slow and the images are not loading. Thanks.,technical_issue,medium,positive
I want to cancel my subscription and stop all payments. Please help.,billing,medium,neutral
"Hi, Do you offer discounts for students or non-profits? Thanks.",general_inquiry,low,positive
The pricing on the website doesn't match my bill. Appreciate it.,billing,medium,positive
"Hi, Do you offer discounts for students or non-profits? Fix it ASAP.",general_inquiry,low,negative
"Support, I can't connect to the server. Fix it ASAP.",technical_issue,urgent,negative
"hello, do you offer discounts for students or non-profits?",general_inquiry,low,neutral
My account is locked out after too many password attempts. Thanks.,password_reset,urgent,negative
Urgent: The app keeps crashing when I try to upload a photo. Please help.,technical_issue,urgent,negative
What are your business hours? Fix it ASAP.,general_inquiry,low,negative
"hi, i want to cancel my subscription and stop all payments. thanks.",billing,medium,positive
"Hello, How do I contact sales? Appreciate it.",general_inquiry,low,positive
"Hi, I forgot my password and the reset link is expired. Appreciate it.",password_reset,high,positive
"Hello, My sync is stuck at 99% and won't finish. Appreciate it.",technical_issue,medium,positive
Urgent: The app keeps crashing when I try to upload a photo. Fix it ASAP.,technical_issue,urgent,negative
"Hello, My sync is stuck at 99% and won't finish. Thanks.",technical_issue,medium,positive
What are your business hours? Appreciate it.,general_inquiry,low,positive
"Support, The website is very slow and the images are not loading. Appreciate it.",technical_issue,medium,positive
urgent: the app keeps crashing when i try to upload a photo. appreciate it.,technical_issue,urgent,negative
"Support, I need to reset my 2FA and password. Appreciate it.",password_reset,urgent,positive
"Support, The pricing on the website doesn't match my bill. Appreciate it.",billing,medium,positive
"Hi, The app keeps crashing when I try to upload a photo.",technical_issue,urgent,negative
how do i contact sales?,general_inquiry,low,neutral
"Hello, The website is very slow and the images are not loading. Appreciate it.",technical_issue,medium,positive
"Hello, The website is very slow and the images are not loading. Appreciate it.",technical_issue,medium,positive
Urgent: The website is very slow and the images are not loading.,technical_issue,medium,neutral
"Hi, I get an Error 500 when logging into the dashboard. Please help.",technical_issue,urgent,negative
"Support, The latest update broke the notification feature. Appreciate it.",technical_issue,medium,positive
urgent: i forgot my password and the reset link is expired. appreciate it.,password_reset,high,positive
urgent: the latest update broke the notification feature. fix it asap.,technical_issue,medium,negative
Urgent: I want to cancel my subscription and stop all payments. Thanks.,billing,medium,positive
I can't connect to the server. Please help.,technical_issue,urgent,neutral
i need to reset my 2fa and password. thanks.,password_reset,urgent,positive
"Hello, Where can I find the user manual?",general_inquiry,low,neutral
"Hello, I was charged twice for my subscription this month. Fix it ASAP.",billing,high,negative
"Support, Do you offer discounts for students or non-profits?",general_inquiry,low,neutral
Urgent: I didn't receive the password reset email. Fix it ASAP.,password_reset,high,negative
i need to reset my 2fa and password. fix it asap.,password_reset,urgent,negative
"Hi, What are your business hours? Appreciate it.",general_inquiry,low,positive
Urgent: Do you offer discounts for students or non-profits? Appreciate it.,general_inquiry,low,positive
The latest update broke the notification feature. Please help.,technical_issue,medium,neutral
"Hello, The pricing on the website doesn't match my bill. Please help.",billing,medium,neutral
"Support, I get an Error 500 when logging into the dashboard. Fix it ASAP.",technical_issue,urgent,negative
"Hi, The pricing on the website doesn't match my bill.",billing,medium,neutral
I get an Error 500 when logging into the dashboard. Thanks.,technical_issue,urgent,negative
I can't connect to the server.,technical_issue,urgent,neutral
"Support, What are your business hours? Appreciate it.",general_inquiry,low,positive
"Support, The pricing on the website doesn't match my bill. Appreciate it.",billing,medium,positive
Urgent: Do you offer discounts for students or non-profits? Appreciate it.,general_inquiry,low,positive
"hello, i can't connect to the server.",technical_issue,urgent,neutral
how do i change my password? thanks.,password_reset,high,positive
"Hi, Why is my invoice amount higher than usual? Fix it ASAP.",billing,medium,negative
why is my invoice amount higher than usual? fix it asap.,billing,medium,negative
Urgent: I didn't receive the password reset email. Thanks.,password_reset,high,positive
"Hi, I need to reset my 2FA and password. Thanks.",password_reset,urgent,positive
"hello, my credit card was declined but the money left my account. appreciate it.",billing,medium,negative
"Hi, Can I get a refund for the last billing cycle?",billing,high,neutral
"hi, my credit card was declined but the money left my account. fix it asap.",billing,medium,negative
urgent: where can i find the user manual? fix it asap.,general_inquiry,low,negative
"hello, what are your business hours? thanks.",general_inquiry,low,positive
"hi, how do i change my password? appreciate it.",password_reset,high,positive
Where can I find the user manual? Fix it ASAP.,general_inquiry,low,negative
Urgent: How do I change my password? Fix it ASAP.,password_reset,high,negative
"Support, How do I change my password? Appreciate it.",password_reset,high,positive
"Hi, The latest update broke the notification feature. Please help.",technical_issue,medium,neutral
"Support, How do I change my password?",password_reset,high,neutral
"Support, What are your business hours? Fix it ASAP.",general_inquiry,low,negative
"hello, what are your business hours? fix it asap.",general_inquiry,low,negative
Urgent: The app keeps crashing when I try to upload a photo. Please help.,technical_issue,urgent,negative
"support, i forgot my password and the reset link is expired. please help.",password_reset,high,neutral
"Support, I forgot my password and the reset link is expired. Appreciate it.",password_reset,high,positive
"hi, i need to reset my 2fa and password. appreciate it.",password_reset,urgent,positive
"hello, can i get a refund for the last billing cycle? fix it asap.",billing,high,negative
My credit card was declined but the money left my account.,billing,medium,negative
"Support, What are your business hours? Appreciate it.",general_inquiry,low,positive
i want to cancel my subscription and stop all payments. appreciate it.,billing,medium,positive
"Support, The website is very slow and the images are not loading. Thanks.",technical_issue,medium,positive
Urgent: My sync is stuck at 99% and won't finish.,technical_issue,medium,neutral
Do you offer discounts for students or non-profits? Appreciate it.,general_inquiry,low,positive
i want to cancel my subscription and stop all payments. appreciate it.,billing,medium,positive
"hi, can i get a refund for the last billing cycle? appreciate it.",billing,high,positive
Where can I find the user manual? Appreciate it.,general_inquiry,low,positive
urgent: do you offer discounts for students or non-profits? thanks.,general_inquiry,low,positive
The website is very slow and the images are not loading. Appreciate it.,technical_issue,medium,positive
The website is very slow and the images are not loading. Thanks.,technical_issue,medium,positive
the latest update broke the notification feature. appreciate it.,technical_issue,medium,positive
"Hello, Do you offer discounts for students or non-profits? Please help.",general_inquiry,low,neutral
Urgent: Do you have a mobile app available? Fix it ASAP.,general_inquiry,low,negative
"support, the latest update broke the notification feature. thanks.",technical_issue,medium,positive
why is my invoice amount higher than usual? thanks.,billing,medium,positive
Urgent: I get an Error 500 when logging into the dashboard. Please help.,technical_issue,urgent,negative
I forgot my password and the reset link is expired. Fix it ASAP.,password_reset,high,negative
Urgent: Do you have a mobile app available? Fix it ASAP.,general_inquiry,low,negative
"Hello, How do I contact sales? Fix it ASAP.",general_inquiry,low,negative
"Hi, How do I contact sales? Thanks.",general_inquiry,low,positive
the pricing on the website doesn't match my bill. please help.,billing,medium,neutral
what are your business hours? fix it asap.,general_inquiry,low,negative
"Hello, How do I change my password? Thanks.",password_reset,high,positive
"Support, I forgot my password and the reset link is expired.",password_reset,high,neutral
Urgent: I need to reset my 2FA and password. Thanks.,password_reset,urgent,positive
"Support, I didn't receive the password reset email. Please help.",password_reset,high,neutral
"Support, The website is very slow and the images are not loading. Fix it ASAP.",technical_issue,medium,negative
"hello, how do i change my password? please help.",password_reset,high,neutral
can i get a refund for the last billing cycle? please help.,billing,high,neutral
"Hi, Can I get a refund for the last billing cycle? Thanks.",billing,high,positive
"Hi, Do you offer discounts for students or non-profits? Appreciate it.",general_inquiry,low,positive
"Hello, I need to reset my 2FA and password.",password_reset,urgent,neutral
"hello, my account is locked out after too many password attempts. fix it asap.",password_reset,urgent,negative
"Support, The pricing on the website doesn't match my bill. Please help.",billing,medium,neutral
how do i contact sales? fix it asap.,general_inquiry,low,negative
"hello, my account is locked out after too many password attempts. thanks.",password_reset,urgent,negative
